fixture	label	scope	baseline_gas	candidate_gas	gas_delta	baseline_net_bytes	candidate_net_bytes	storage_delta_bytes	cpu_delta	baseline_deposits_ugnot	candidate_deposits_ugnot	baseline_refunds_ugnot	candidate_refunds_ugnot	storage_delta_ugnot	gas_fee_delta_ugnot	net_delta_ugnot	storage_delta_gnot	gas_fee_delta_gnot	net_delta_gnot
gov_governance_propose_parameter_change_filetest.gno	Vote	execution-segment-repricing	1020769	1020769	0	4488	4488	0	0	448800	448800	0	0	0	0	0	0.000000	0.000000	0.000000
gov_governance_propose_parameter_change_filetest.gno	Execute	execution-segment-repricing	2528088	2528088	0	76	76	0	0	7600	7600	0	0	0	0	0	0.000000	0.000000	0.000000
gov_governance_propose_text_filetest.gno	Propose Text	execution-segment-repricing	1931909	1931909	0	18333	18333	0	0	1833300	1833300	0	0	0	0	0	0.000000	0.000000	0.000000
gov_governance_propose_text_with_incative_proposals_filetest.gno	Propose Text with Inactive: 100	execution-segment-repricing	2347937	2347937	0	8501	8501	0	0	850100	850100	0	0	0	0	0	0.000000	0.000000	0.000000
gov_staker_collect_gns_delegation100_withdraw1_filetest.gno	CollectUndelegatedGns (100 delegations, 1 withdraws)	execution-segment-repricing	25137447	25137184	-263	0	0	0	0	0	0	0	0	0	-0.263	-0.263	0.000000	0.000000	0.000000
gov_staker_collect_gns_delegation10_withdraw10_filetest.gno	CollectUndelegatedGns (10 delegations, 10 withdraws)	execution-segment-repricing	4375919	4375656	-263	0	0	0	0	0	0	0	0	0	-0.263	-0.263	0.000000	0.000000	0.000000
gov_staker_collect_gns_delegation10_withdraw1_filetest.gno	CollectUndelegatedGns (10 delegations, 1 withdraws)	execution-segment-repricing	2337329	2337066	-263	0	0	0	0	0	0	0	0	0	-0.263	-0.263	0.000000	0.000000	0.000000
gov_staker_collect_gns_delegation10_withdraw50_filetest.gno	CollectUndelegatedGns (10 delegations, 50 withdraws)	execution-segment-repricing	13436619	13436356	-263	18	18	0	0	1800	1800	0	0	0	-0.263	-0.263	0.000000	0.000000	0.000000
gov_staker_collect_gns_delegation10_withdraw5_filetest.gno	CollectUndelegatedGns (10 delegations, 5 withdraws)	execution-segment-repricing	3243369	3243106	-263	0	0	0	0	0	0	0	0	0	-0.263	-0.263	0.000000	0.000000	0.000000
gov_staker_collect_gns_delegation1_withdraw10_filetest.gno	CollectUndelegatedGns (1 delegation, 10 withdraws)	execution-segment-repricing	611432	611169	-263	0	0	0	0	0	0	0	0	0	-0.263	-0.263	0.000000	0.000000	0.000000
gov_staker_collect_gns_delegation1_withdraw1_filetest.gno	CollectUndelegatedGns (1 delegation, 1 withdraws)	execution-segment-repricing	407573	407310	-263	0	0	0	0	0	0	0	0	0	-0.263	-0.263	0.000000	0.000000	0.000000
gov_staker_collect_gns_delegation1_withdraw50_filetest.gno	CollectUndelegatedGns (1 delegation, 50 withdraws)	execution-segment-repricing	1517472	1517209	-263	0	0	0	0	0	0	0	0	0	-0.263	-0.263	0.000000	0.000000	0.000000
gov_staker_collect_gns_delegation1_withdraw5_filetest.gno	CollectUndelegatedGns (1 delegation, 5 withdraws)	execution-segment-repricing	498177	497914	-263	0	0	0	0	0	0	0	0	0	-0.263	-0.263	0.000000	0.000000	0.000000
gov_staker_collect_reward_delegation100_withdraw1_filetest.gno	CollectReward (100 delegations, 1 withdraws)	execution-segment-repricing	3457352	3457652	300	2333	2333	0	1086	243200	243200	9900	9900	0	0.3	0.3	0.000000	0.000000	0.000000
gov_staker_collect_reward_delegation10_withdraw10_filetest.gno	CollectReward (10 delegations, 10 withdraws)	execution-segment-repricing	3457262	3457562	300	2323	2323	0	1086	242200	242200	9900	9900	0	0.3	0.3	0.000000	0.000000	0.000000
gov_staker_collect_reward_delegation10_withdraw1_filetest.gno	CollectReward (10 delegations, 1 withdraws)	execution-segment-repricing	3453474	3453774	300	2323	2323	0	1086	242200	242200	9900	9900	0	0.3	0.3	0.000000	0.000000	0.000000
gov_staker_collect_reward_delegation10_withdraw50_filetest.gno	CollectReward (10 delegations, 50 withdraws)	execution-segment-repricing	3456195	3456495	300	2323	2323	0	1086	242200	242200	9900	9900	0	0.3	0.3	0.000000	0.000000	0.000000
gov_staker_collect_reward_delegation10_withdraw5_filetest.gno	CollectReward (10 delegations, 5 withdraws)	execution-segment-repricing	3450271	3450571	300	2323	2323	0	1086	242200	242200	9900	9900	0	0.3	0.3	0.000000	0.000000	0.000000
gov_staker_collect_reward_delegation1_withdraw10_filetest.gno	CollectReward (1 delegation, 10 withdraws)	execution-segment-repricing	3527394	3527694	300	2395	2395	0	1086	249400	249400	9900	9900	0	0.3	0.3	0.000000	0.000000	0.000000
gov_staker_collect_reward_delegation1_withdraw1_filetest.gno	CollectReward (1 delegation, 1 withdraws)	execution-segment-repricing	3702980	3703280	300	2395	2395	0	1086	249400	249400	9900	9900	0	0.3	0.3	0.000000	0.000000	0.000000
gov_staker_collect_reward_delegation1_withdraw50_filetest.gno	CollectReward (1 delegation, 50 withdraws)	execution-segment-repricing	3524191	3524491	300	2395	2395	0	1086	249400	249400	9900	9900	0	0.3	0.3	0.000000	0.000000	0.000000
gov_staker_collect_reward_delegation1_withdraw5_filetest.gno	CollectReward (1 delegation, 5 withdraws)	execution-segment-repricing	3525348	3525648	300	2395	2395	0	1086	249400	249400	9900	9900	0	0.3	0.3	0.000000	0.000000	0.000000
gov_staker_collect_reward_pf_token_count_filetest.gno	gov/staker CollectReward (1 protocol-fee tokens)	execution-segment-repricing	3734006	3734304	298	368	368	0	1086	248900	248900	212100	212100	0	0.298	0.298	0.000000	0.000000	0.000000
gov_staker_collect_reward_pf_token_count_filetest.gno	gov/staker CollectReward (2 protocol-fee tokens)	execution-segment-repricing	5887416	5878949	-8467	-1860	-1860	0	-6921	238200	238200	424200	424200	0	-8.467	-8.467	0.000000	-0.000008	-0.000008
gov_staker_collect_reward_pf_token_count_filetest.gno	gov/staker CollectReward (3 protocol-fee tokens)	execution-segment-repricing	8162687	8145528	-17159	-3992	-3992	0	-14855	238200	238200	637400	637400	0	-17.159	-17.159	0.000000	-0.000017	-0.000017
gov_staker_collect_reward_pf_token_count_filetest.gno	gov/staker CollectReward (4 protocol-fee tokens)	execution-segment-repricing	10448372	10422521	-25851	-6122	-6122	0	-22789	238200	238200	850400	850400	0	-25.851	-25.851	0.000000	-0.000026	-0.000026
gov_staker_collect_reward_pf_token_count_filetest.gno	gov/staker CollectReward (4 protocol-fee tokens but zero amount)	execution-segment-repricing	1701190	1710374	9184	0	0	0	8895	0	0	0	0	0	9.184	9.184	0.000000	+0.000009	+0.000009
gov_staker_delegate_undelegate_filetest.gno	Delegate	execution-segment-repricing	4989756	5040381	50625	38285	38285	0	4653	3828500	3828500	0	0	0	50.625	50.625	0.000000	+0.000051	+0.000051
gov_staker_delegate_undelegate_filetest.gno	Undelegate	execution-segment-repricing	2279200	2285337	6137	840	840	0	6376	84000	84000	0	0	0	6.137	6.137	0.000000	+0.000006	+0.000006
gov_staker_optimizations_filetest.gno	Undelegate (5 delegations, cached external calls)	execution-segment-repricing	9705646	9736331	30685	3510	3510	0	31880	351000	351000	0	0	0	30.685	30.685	0.000000	+0.000031	+0.000031
gov_staker_optimizations_filetest.gno	Delegate (cached external calls)	execution-segment-repricing	3046853	3053120	6267	3210	3210	0	6506	321000	321000	0	0	0	6.267	6.267	0.000000	+0.000006	+0.000006
gov_staker_optimizations_filetest.gno	Undelegate (early exit, 3 of 10 delegations)	execution-segment-repricing	6656620	6675031	18411	2088	2088	0	19128	208800	208800	0	0	0	18.411	18.411	0.000000	+0.000018	+0.000018
gov_staker_redelegate_filetest.gno	Redelegate	execution-segment-repricing	4363314	4375981	12667	1423	1423	0	12882	142300	142300	0	0	0	12.667	12.667	0.000000	+0.000013	+0.000013
gov_staker_redelegate_many_delegations_filetest.gno	Redelegate (50 of 100 delegations, optimized)	execution-segment-repricing	123363976	123677093	313117	-118826	-118826	0	325306	0	0	11882600	11882600	0	313.117	313.117	0.000000	+0.000313	+0.000313
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator delegate allocation	execution-segment-repricing	6115291	6119509	4218	46566	46566	0	4653	4656600	4656600	0	0	0	4.218	4.218	0.000000	+0.000004	+0.000004
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-1 claim-1	execution-segment-repricing	2591722	2583247	-8475	36	36	0	-7667	3600	3600	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-10 claim-1	execution-segment-repricing	2583753	2575278	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-10 claim-2	execution-segment-repricing	2582779	2574304	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-10 claim-3	execution-segment-repricing	2583753	2575278	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-10 claim-4	execution-segment-repricing	2582779	2574304	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-10 claim-5	execution-segment-repricing	2583753	2575278	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-10 claim-6	execution-segment-repricing	2582779	2574304	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-10 claim-7	execution-segment-repricing	2583266	2574791	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-10 claim-8	execution-segment-repricing	2597799	2589324	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-10 claim-9	execution-segment-repricing	2600120	2591645	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-10 claim-10	execution-segment-repricing	2601094	2592619	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-1	execution-segment-repricing	2600120	2591645	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-2	execution-segment-repricing	2601094	2592619	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-3	execution-segment-repricing	2600231	2591756	-8475	6	6	0	-7667	600	600	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-4	execution-segment-repricing	2597423	2588948	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-5	execution-segment-repricing	2600718	2592243	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-6	execution-segment-repricing	2600718	2592243	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-7	execution-segment-repricing	2601205	2592730	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-8	execution-segment-repricing	2600231	2591756	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-9	execution-segment-repricing	2597423	2588948	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-10	execution-segment-repricing	2600231	2591756	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-11	execution-segment-repricing	2597423	2588948	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-12	execution-segment-repricing	2600231	2591756	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-13	execution-segment-repricing	2600718	2592243	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-14	execution-segment-repricing	2601205	2592730	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-15	execution-segment-repricing	2600718	2592243	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-16	execution-segment-repricing	2601205	2592730	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-17	execution-segment-repricing	2603483	2595008	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-18	execution-segment-repricing	2600188	2591713	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-19	execution-segment-repricing	2603483	2595008	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-20	execution-segment-repricing	2600188	2591713	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-21	execution-segment-repricing	2603970	2595495	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-22	execution-segment-repricing	2603970	2595495	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-23	execution-segment-repricing	2604457	2595982	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-24	execution-segment-repricing	2603970	2595495	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-25	execution-segment-repricing	2599608	2591133	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-26	execution-segment-repricing	2602996	2594521	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-27	execution-segment-repricing	2603483	2595008	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-28	execution-segment-repricing	2603483	2595008	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-29	execution-segment-repricing	2603483	2595008	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-30	execution-segment-repricing	2604457	2595982	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-31	execution-segment-repricing	2600188	2591713	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-32	execution-segment-repricing	2604457	2595982	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-33	execution-segment-repricing	2603483	2595008	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-34	execution-segment-repricing	2603970	2595495	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-35	execution-segment-repricing	2603483	2595008	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-36	execution-segment-repricing	2603483	2595008	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-37	execution-segment-repricing	2603970	2595495	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-38	execution-segment-repricing	2603483	2595008	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-39	execution-segment-repricing	2603970	2595495	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-40	execution-segment-repricing	2599701	2591226	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-41	execution-segment-repricing	2603970	2595495	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-42	execution-segment-repricing	2600188	2591713	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-43	execution-segment-repricing	2603970	2595495	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-44	execution-segment-repricing	2603483	2595008	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-45	execution-segment-repricing	2603483	2595008	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-46	execution-segment-repricing	2603970	2595495	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-47	execution-segment-repricing	2599701	2591226	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-48	execution-segment-repricing	2603483	2595008	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-49	execution-segment-repricing	2603483	2595008	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-50	execution-segment-repricing	2603970	2595495	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-51	execution-segment-repricing	2603483	2595008	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-52	execution-segment-repricing	2603970	2595495	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-53	execution-segment-repricing	2600188	2591713	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-54	execution-segment-repricing	2599701	2591226	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-55	execution-segment-repricing	2603483	2595008	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-56	execution-segment-repricing	2603483	2595008	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-57	execution-segment-repricing	2603970	2595495	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-58	execution-segment-repricing	2603483	2595008	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-59	execution-segment-repricing	2604457	2595982	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
gov_staker_remaining_emission_accumulator_filetest.gno	Remaining gov emission accumulator repeat-100 claim-60	execution-segment-repricing	2603970	2595495	-8475	0	0	0	-7667	0	0	0	0	0	-8.475	-8.475	0.000000	-0.000008	-0.000008
