fixture	workload	assumed_refund_realms	baseline_gas	candidate_gas	gas_delta	baseline_net_bytes	candidate_net_bytes	storage_delta_bytes	cpu_delta	deposit_gain_ugnot	refund_gain_ugnot	storage_gain_ugnot	gas_repricing_gain_ugnot	net_gain_ugnot	net_5pct_gas_margin_ugnot	net_fixed_fee_ugnot
staker_staked_liquidity_cycles_filetest.gno	StakedLiquidity Lifecycle Unstake 5		25504304	25793547	289243	-22151	-22982	-831	284734	0	83100	83100	-289.243	82810.757	82796.29485	83100
staker_staked_liquidity_cycles_filetest.gno	StakedLiquidity Lifecycle Restake 5		16984326	17139361	155035	24865	24034	-831	153952	83100	0	83100	-155.035	82944.965	82937.21325	83100
staker_staked_liquidity_cycles_filetest.gno	StakedLiquidity Lifecycle Unstake 6		25512758	25802001	289243	-22148	-22979	-831	284734	0	83100	83100	-289.243	82810.757	82796.29485	83100
staker_staked_liquidity_cycles_filetest.gno	StakedLiquidity Lifecycle Restake 6		16989929	17144964	155035	24863	24032	-831	153952	83100	0	83100	-155.035	82944.965	82937.21325	83100
staker_staked_liquidity_cycles_filetest.gno	StakedLiquidity Lifecycle Unstake 7		25520533	25809776	289243	-22092	-22923	-831	284734	0	83100	83100	-289.243	82810.757	82796.29485	83100
staker_staked_liquidity_cycles_filetest.gno	StakedLiquidity Lifecycle Restake 7		17007154	17162189	155035	24863	24032	-831	153952	83100	0	83100	-155.035	82944.965	82937.21325	83100
staker_staked_liquidity_cycles_filetest.gno	StakedLiquidity Lifecycle Unstake 8		25552835	25842078	289243	-22151	-22982	-831	284734	0	83100	83100	-289.243	82810.757	82796.29485	83100
staker_staked_liquidity_cycles_filetest.gno	StakedLiquidity Lifecycle Restake 8		17009518	17164553	155035	24863	24032	-831	153952	83100	0	83100	-155.035	82944.965	82937.21325	83100
staker_staked_liquidity_cycles_filetest.gno	StakedLiquidity Lifecycle Unstake 9		25553834	25843077	289243	-22151	-22982	-831	284734	0	83100	83100	-289.243	82810.757	82796.29485	83100
staker_staked_liquidity_cycles_filetest.gno	StakedLiquidity Lifecycle Restake 9		17010421	17165456	155035	24863	24032	-831	153952	83100	0	83100	-155.035	82944.965	82937.21325	83100
staker_staked_liquidity_cycles_filetest.gno	StakedLiquidity Lifecycle Unstake 10		25578680	25867923	289243	-22150	-22981	-831	284734	0	83100	83100	-289.243	82810.757	82796.29485	83100
staker_staked_liquidity_cycles_filetest.gno	StakedLiquidity Lifecycle Restake 10		17061930	17216965	155035	24864	24033	-831	153952	83100	0	83100	-155.035	82944.965	82937.21325	83100
staker_staked_liquidity_cycles_filetest.gno	StakedLiquidity Lifecycle Unstake 11		25637548	25926710	289162	-22145	-22981	-836	284734	0	83600	83600	-289.162	83310.838	83296.3799	83600
staker_staked_liquidity_cycles_filetest.gno	StakedLiquidity Lifecycle Restake 11		17077700	17232345	154645	25011	24065	-946	153952	94600	0	94600	-154.645	94445.355	94437.62275	94600
staker_staked_liquidity_cycles_filetest.gno	StakedLiquidity Lifecycle Unstake 12		25647083	25935720	288637	-22275	-23007	-732	284734	0	73200	73200	-288.637	72911.363	72896.93115	73200
staker_staked_liquidity_cycles_filetest.gno	StakedLiquidity Lifecycle Restake 12		17080082	17235093	155011	25011	24174	-837	153952	83700	0	83700	-155.011	83544.989	83537.23845	83700
staker_staked_liquidity_cycles_filetest.gno	StakedLiquidity Lifecycle Unstake 13		25649558	25938777	289219	-22275	-23112	-837	284734	0	83700	83700	-289.219	83410.781	83396.32005	83700
staker_staked_liquidity_cycles_filetest.gno	StakedLiquidity Lifecycle Restake 13		17083484	17238495	155011	25011	24174	-837	153952	83700	0	83700	-155.011	83544.989	83537.23845	83700
staker_staked_liquidity_cycles_filetest.gno	StakedLiquidity Lifecycle Unstake 14		25653056	25942275	289219	-22275	-23112	-837	284734	0	83700	83700	-289.219	83410.781	83396.32005	83700
staker_staked_liquidity_cycles_filetest.gno	StakedLiquidity Lifecycle Restake 14		17089099	17244110	155011	25013	24176	-837	153952	83700	0	83700	-155.011	83544.989	83537.23845	83700
staker_staked_liquidity_cycles_filetest.gno	StakedLiquidity Lifecycle Unstake 15		25658767	25947986	289219	-22275	-23112	-837	284734	0	83700	83700	-289.219	83410.781	83396.32005	83700
staker_staked_liquidity_cycles_filetest.gno	StakedLiquidity Lifecycle Restake 15		17104398	17259409	155011	25011	24174	-837	153952	83700	0	83700	-155.011	83544.989	83537.23845	83700
staker_staked_liquidity_cycles_filetest.gno	StakedLiquidity Lifecycle Unstake 16		25690312	25979531	289219	-22275	-23112	-837	284734	0	83700	83700	-289.219	83410.781	83396.32005	83700
staker_staked_liquidity_cycles_filetest.gno	StakedLiquidity Lifecycle Restake 16		17106777	17261788	155011	25011	24174	-837	153952	83700	0	83700	-155.011	83544.989	83537.23845	83700
staker_staked_liquidity_cycles_filetest.gno	StakedLiquidity Lifecycle Unstake 17		25681447	25970666	289219	-22273	-23110	-837	284734	0	83700	83700	-289.219	83410.781	83396.32005	83700
staker_staked_liquidity_cycles_filetest.gno	StakedLiquidity Lifecycle Restake 17		17097816	17252827	155011	25011	24174	-837	153952	83700	0	83700	-155.011	83544.989	83537.23845	83700
staker_staked_liquidity_cycles_filetest.gno	StakedLiquidity Lifecycle Unstake 18		25680140	25969359	289219	-22275	-23112	-837	284734	0	83700	83700	-289.219	83410.781	83396.32005	83700
staker_staked_liquidity_cycles_filetest.gno	StakedLiquidity Lifecycle Restake 18		17100195	17255206	155011	25011	24174	-837	153952	83700	0	83700	-155.011	83544.989	83537.23845	83700
staker_staked_liquidity_cycles_filetest.gno	StakedLiquidity Lifecycle Unstake 19		25692500	25981719	289219	-22275	-23112	-837	284734	0	83700	83700	-289.219	83410.781	83396.32005	83700
staker_staked_liquidity_cycles_filetest.gno	StakedLiquidity Lifecycle Restake 19		17112459	17267470	155011	25011	24174	-837	153952	83700	0	83700	-155.011	83544.989	83537.23845	83700
staker_staked_liquidity_cycles_filetest.gno	StakedLiquidity Lifecycle Unstake 20		25699731	25988950	289219	-22275	-23112	-837	284734	0	83700	83700	-289.219	83410.781	83396.32005	83700
staker_staked_liquidity_cycles_filetest.gno	StakedLiquidity Lifecycle Restake 20		17116299	17271310	155011	25011	24174	-837	153952	83700	0	83700	-155.011	83544.989	83537.23845	83700
staker_staked_liquidity_history_split_filetest.gno	StakedLiquidity HistorySplit entries=64 append-to=65		26185538	26447937	262399	8900	8063	-837	284734	83700	0	83700	-262.399	83437.601	83424.48105	83700
staker_staked_liquidity_history_split_filetest.gno	StakedLiquidity HistorySplit entries=65 append-to=66		17175999	17331016	155017	25109	24272	-837	153952	83700	0	83700	-155.017	83544.983	83537.23215	83700
staker_tick_cross_batch_no_halving_10_filetest.gno	Swap (no halving, 10 staked tick-crosses)		94229033	94339116	110083	-7110	-7110	0	110358	0	0	0	-110.083	-110.083	-115.58715	0
staker_tick_cross_batch_no_halving_1_filetest.gno	Swap (no halving, 1 staked tick-cross)		26002108	26112191	110083	-7684	-7684	0	110358	0	0	0	-110.083	-110.083	-115.58715	0
staker_tick_cross_batch_no_halving_50_filetest.gno	Swap (no halving, 50 staked tick-crosses)		406594608	406704676	110068	-5108	-5113	-5	110358	0	500	500	-110.068	389.932	384.4286	500
version_manager_filetest.gno	RegisterInitializer (v1)		71548	71548	0	0	0	0	0	0	0	0	0	0	0	0
version_manager_filetest.gno	RegisterInitializer (v2)		55268	55268	0	0	0	0	0	0	0	0	0	0	0	0
